Date,CAU,Account,Region,Product,Operation,UsageType,Cost

2017-08-10T08:00:00,DEV/ProjectA/Backend,492743284828,eu-west-1,ec2_instance,OnDemand,r3.8xlarge,45.0
2017-08-10T08:00:00,DEV/ProjectA/Backend,492743284828,eu-west-1,ec2_instance,OnDemand,m4.2xlarge,15.0

2017-08-10T09:00:00,DEV/ProjectA/Backend,492743284828,eu-west-1,ec2_instance,OnDemand,r3.8xlarge,30
2017-08-10T09:00:00,DEV/ProjectA/Backend,492743284828,eu-west-1,ec2_instance,OnDemand,m4.2xlarge,10

2017-08-10T10:00:00,DEV/ProjectA/Backend,492743284828,eu-west-1,ec2_instance,OnDemand,r3.8xlarge,22.5
2017-08-10T10:00:00,DEV/ProjectA/Backend,492743284828,eu-west-1,ec2_instance,OnDemand,m4.2xlarge,7.5

2017-08-10T11:00:00,DEV/ProjectA/Backend,492743284828,eu-west-1,ec2_instance,Reserved,r3.8xlarge,4.5
2017-08-10T11:00:00,DEV/ProjectA/Backend,492743284828,eu-west-1,ec2_instance,Reserved,m4.2xlarge,1.5

2017-08-10T12:00:00,DEV/ProjectA/Backend,492743284828,eu-west-1,ec2_instance,Reserved,r3.8xlarge,19.5
2017-08-10T12:00:00,DEV/ProjectA/Backend,492743284828,eu-west-1,ec2_instance,Reserved,m4.2xlarge,6.5

2017-08-10T13:00:00,DEV/ProjectA/Backend,492743284828,eu-west-1,ec2_instance,Reserved,r3.8xlarge,27
2017-08-10T13:00:00,DEV/ProjectA/Backend,492743284828,eu-west-1,ec2_instance,Reserved,m4.2xlarge,9


