"InvoiceID","PayerAccountId","LinkedAccountId","RecordType","RecordId","ProductName","RateId","SubscriptionId","PricingPlanId","UsageType","Operation","AvailabilityZone","ReservedInstance","ItemDescription","UsageStartDate","UsageEndDate","UsageQuantity","BlendedRate","BlendedCost","UnBlendedRate","UnBlendedCost","ResourceId","aws:autoscaling:groupName","aws:cloudformation:logical-id","aws:cloudformation:stack-name","user:CloudAppName","user:CloudPlatformName","user:CloudScriptTracabilityRequestUUID","user:Component","user:Context","user:DeploymentUID","user:Name","user:Product","user:Project","user:RoleName","user:Tenant","user:WhoCreated","user:role"
"118779924","431822766902","351758779527","LineItem","74711803808973634839190255","Amazon Elastic Compute Cloud","218670530","2047637","11232089","USW2-BoxUsage:m3.large","RunInstances","us-west-2c","N","$0.133 per On Demand Linux m3.large Instance Hour","2017-11-01 00:00:00","2017-11-01 01:00:00","0.9788890000","0.1330000000","0.1301922370","0.1330000000","0.1301922370","i-076bc50191120a090","autoscalinggroup-pcc-current-usage-probes-PROD","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:10:30@13:23#2A5EE8DA-0DDB-418E-A0AB-7FEDCB68CB62","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterCurrentUsageProbes","","","CloudCostProbeControlCenterCurrentUsageProbes","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74712486338504362091966709","Amazon Elastic Compute Cloud","218679904","2047637","11232089","USW2-BoxUsage:m3.medium","RunInstances","us-west-2c","N","$0.067 per On Demand Linux m3.medium Instance Hour","2017-11-01 00:00:00","2017-11-01 01:00:00","1.0000000000","0.0670000000","0.0670000000","0.0670000000","0.0670000000","i-07c934f76f8af06ce","autoscalinggroup-pcc-current-PROD","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:10:30@13:23#2A5EE8DA-0DDB-418E-A0AB-7FEDCB68CB62","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterCurrent","","","CloudCostProbeControlCenterCurrent","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74712486338504362091966708","Amazon Elastic Compute Cloud","218679904","2047637","11232089","USW2-BoxUsage:m3.medium","RunInstances","us-west-2c","N","$0.067 per On Demand Linux m3.medium Instance Hour","2017-11-01 00:00:00","2017-11-01 01:00:00","1.0000000000","0.0670000000","0.0670000000","0.0670000000","0.0670000000","i-011d257d85c812202","autoscalinggroup-pcc-current-costAllocationUnit-probes-PROD","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:10:30@13:23#2A5EE8DA-0DDB-418E-A0AB-7FEDCB68CB62","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterCurrentCostAllocationUnitProbes","","","CloudCostProbeControlCenterCurrentCostAllocationUnitProbes","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74711932936182150803639911","Amazon Elastic Compute Cloud","218673174","2047637","11232089","USW2-BoxUsage:m4.2xlarge","RunInstances","us-west-2c","N","$0.40 per On Demand Linux m4.2xlarge Instance Hour","2017-11-01 00:00:00","2017-11-01 01:00:00","1.0000000000","0.4000000000","0.4000000000","0.4000000000","0.4000000000","i-094741aa472c07f70","","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:10:31@17:03#51D89728-217B-403F-A4D8-02B89FABD473","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterHistorical","","","CloudCostProbeControlCenterHistorical","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74719846589389772199432393","Amazon Elastic Compute Cloud","218673174","2047637","11232089","USW2-BoxUsage:m4.2xlarge","RunInstances","us-west-2c","N","$0.40 per On Demand Linux m4.2xlarge Instance Hour","2017-11-01 00:00:00","2017-11-01 01:00:00","0.6761110000","0.4000000000","0.2704444000","0.4000000000","0.2704444000","i-0ceb7cd7f477c32c4","","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:10:31@09:40#408F3910-F758-4387-8ED5-AC6390A62040","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterHistorical","","","CloudCostProbeControlCenterHistorical","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74715640731740966425263716","Amazon Elastic Compute Cloud","218679904","2047637","11232089","USW2-BoxUsage:m3.medium","RunInstances","us-west-2c","N","$0.067 per On Demand Linux m3.medium Instance Hour","2017-11-01 01:00:00","2017-11-01 02:00:00","0.9736110000","0.0670000000","0.0652319370","0.0670000000","0.0652319370","i-07c934f76f8af06ce","autoscalinggroup-pcc-current-PROD","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:10:30@13:23#2A5EE8DA-0DDB-418E-A0AB-7FEDCB68CB62","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterCurrent","","","CloudCostProbeControlCenterCurrent","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74715640731740966425263715","Amazon Elastic Compute Cloud","218679904","2047637","11232089","USW2-BoxUsage:m3.medium","RunInstances","us-west-2c","N","$0.067 per On Demand Linux m3.medium Instance Hour","2017-11-01 01:00:00","2017-11-01 02:00:00","0.9747220000","0.0670000000","0.0653063740","0.0670000000","0.0653063740","i-011d257d85c812202","autoscalinggroup-pcc-current-costAllocationUnit-probes-PROD","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:10:30@13:23#2A5EE8DA-0DDB-418E-A0AB-7FEDCB68CB62","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterCurrentCostAllocationUnitProbes","","","CloudCostProbeControlCenterCurrentCostAllocationUnitProbes","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74715548498020597875726401","Amazon Elastic Compute Cloud","218673174","2047637","11232089","USW2-BoxUsage:m4.2xlarge","RunInstances","us-west-2c","N","$0.40 per On Demand Linux m4.2xlarge Instance Hour","2017-11-01 01:00:00","2017-11-01 02:00:00","0.2936110000","0.4000000000","0.1174444000","0.4000000000","0.1174444000","i-094741aa472c07f70","","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:10:31@17:03#51D89728-217B-403F-A4D8-02B89FABD473","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterHistorical","","","CloudCostProbeControlCenterHistorical","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74715327137091713363047677","Amazon Elastic Compute Cloud","218677797","2047637","11232089","USW2-BoxUsage:t2.medium","RunInstances","us-west-2c","N","$0.0464 per On Demand Linux t2.medium Instance Hour","2017-11-01 01:00:00","2017-11-01 02:00:00","1.0000000000","0.0464000000","0.0464000000","0.0464000000","0.0464000000","i-0f02d384479e0b333","","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:11:01@02:20#03B1F698-A2CE-4ED7-ACA9-0DD3628E6FC5","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterHistorical","","","CloudCostProbeControlCenterHistorical","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74718702891257202210944187","Amazon Elastic Compute Cloud","218677797","2047637","11232089","USW2-BoxUsage:t2.medium","RunInstances","us-west-2c","N","$0.0464 per On Demand Linux t2.medium Instance Hour","2017-11-01 02:00:00","2017-11-01 03:00:00","1.0000000000","0.0464000000","0.0464000000","0.0464000000","0.0464000000","i-0f02d384479e0b333","","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:11:01@02:20#03B1F698-A2CE-4ED7-ACA9-0DD3628E6FC5","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterHistorical","","","CloudCostProbeControlCenterHistorical","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74722927195650081698208794","Amazon Elastic Compute Cloud","218677797","2047637","11232089","USW2-BoxUsage:t2.medium","RunInstances","us-west-2c","N","$0.0464 per On Demand Linux t2.medium Instance Hour","2017-11-01 03:00:00","2017-11-01 04:00:00","1.0000000000","0.0464000000","0.0464000000","0.0464000000","0.0464000000","i-0f02d384479e0b333","","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:11:01@02:20#03B1F698-A2CE-4ED7-ACA9-0DD3628E6FC5","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterHistorical","","","CloudCostProbeControlCenterHistorical","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74726063142142612321924693","Amazon Elastic Compute Cloud","218679904","2047637","11232089","USW2-BoxUsage:m3.medium","RunInstances","us-west-2c","N","$0.067 per On Demand Linux m3.medium Instance Hour","2017-11-01 04:00:00","2017-11-01 05:00:00","1.0000000000","0.0670000000","0.0670000000","0.0670000000","0.0670000000","i-0d9696b44921e86a6","autoscalinggroup-pcc-current-PROD","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:10:30@13:23#2A5EE8DA-0DDB-418E-A0AB-7FEDCB68CB62","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterCurrent","","","CloudCostProbeControlCenterCurrent","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74726063142142612321924692","Amazon Elastic Compute Cloud","218679904","2047637","11232089","USW2-BoxUsage:m3.medium","RunInstances","us-west-2c","N","$0.067 per On Demand Linux m3.medium Instance Hour","2017-11-01 04:00:00","2017-11-01 05:00:00","1.0000000000","0.0670000000","0.0670000000","0.0670000000","0.0670000000","i-053c2b8d674fdf86e","autoscalinggroup-pcc-current-costAllocationUnit-probes-PROD","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:10:30@13:23#2A5EE8DA-0DDB-418E-A0AB-7FEDCB68CB62","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterCurrentCostAllocationUnitProbes","","","CloudCostProbeControlCenterCurrentCostAllocationUnitProbes","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74726505864000381351328916","Amazon Elastic Compute Cloud","218677797","2047637","11232089","USW2-BoxUsage:t2.medium","RunInstances","us-west-2c","N","$0.0464 per On Demand Linux t2.medium Instance Hour","2017-11-01 04:00:00","2017-11-01 05:00:00","1.0000000000","0.0464000000","0.0464000000","0.0464000000","0.0464000000","i-0f02d384479e0b333","","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:11:01@02:20#03B1F698-A2CE-4ED7-ACA9-0DD3628E6FC5","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterHistorical","","","CloudCostProbeControlCenterHistorical","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74730121425838828423230990","Amazon Elastic Compute Cloud","218679904","2047637","11232089","USW2-BoxUsage:m3.medium","RunInstances","us-west-2c","N","$0.067 per On Demand Linux m3.medium Instance Hour","2017-11-01 05:00:00","2017-11-01 06:00:00","0.9822220000","0.0670000000","0.0658088740","0.0670000000","0.0658088740","i-0d9696b44921e86a6","autoscalinggroup-pcc-current-PROD","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:10:30@13:23#2A5EE8DA-0DDB-418E-A0AB-7FEDCB68CB62","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterCurrent","","","CloudCostProbeControlCenterCurrent","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74730121425838828423230989","Amazon Elastic Compute Cloud","218679904","2047637","11232089","USW2-BoxUsage:m3.medium","RunInstances","us-west-2c","N","$0.067 per On Demand Linux m3.medium Instance Hour","2017-11-01 05:00:00","2017-11-01 06:00:00","0.9505560000","0.0670000000","0.0636872520","0.0670000000","0.0636872520","i-053c2b8d674fdf86e","autoscalinggroup-pcc-current-costAllocationUnit-probes-PROD","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:10:30@13:23#2A5EE8DA-0DDB-418E-A0AB-7FEDCB68CB62","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterCurrentCostAllocationUnitProbes","","","CloudCostProbeControlCenterCurrentCostAllocationUnitProbes","","Jenkins",""
"118779924","431822766902","351758779527","LineItem","74729568023516617136843947","Amazon Elastic Compute Cloud","218677797","2047637","11232089","USW2-BoxUsage:t2.medium","RunInstances","us-west-2c","N","$0.0464 per On Demand Linux t2.medium Instance Hour","2017-11-01 05:00:00","2017-11-01 06:00:00","1.0000000000","0.0464000000","0.0464000000","0.0464000000","0.0464000000","i-0f02d384479e0b333","","","","CloudCostProbeControlCenterPROD","TeevityInternal-AWS-uswest2","2017:11:01@02:20#03B1F698-A2CE-4ED7-ACA9-0DD3628E6FC5","","Prod","TEECloudcostProbeControlCenterPROD-TeeAwsUSwest2","CloudCostProbeControlCenterPROD-CloudCostProbeControlCenterHistorical","","","CloudCostProbeControlCenterHistorical","","Jenkins",""
